sid,sentence
911,they shall be carried out to the day.
912,"Forward, comrades!"
913,Long live the windmill!
914,"Long live Animal Farm!"""
916,Chapter Seven
917,It was a bitter winter.
918,"The stormy weather was followed by sleet and snow, and then by a hard frost which did not break till well into February."
919,"The animals carried on as best they could with the rebuilding of the windmill, well knowing that the outside world was watching them and that the envious human beings would rejoice and triumph if the mill were not finished on time."
920,"Out of spite, the human beings pretended not to believe that it was Snowball who had destroyed the windmill:"
921,they said that it had fallen down because the walls were too thin.
922,The animals knew that this was not the case.
923,"Still, it had been decided to build the walls three feet thick this time instead of eighteen inches as before, which meant collecting much larger quantities of stone."
924,For a long time the quarry was full of snowdrifts and nothing could be done.
925,"Some progress was made in the dry frosty weather that followed, but it was cruel work, and the animals could not feel so hopeful about it as they had felt before."
926,"They were always cold, and usually hungry as well."
927,Only Boxer and Clover never lost heart.
928,"Squealer made excellent speeches on the joy of service and the dignity of labour, but the other animals found more inspiration in Boxer's strength and his never-failing cry of ""I will work harder!"""
929,In January food fell short.
930,"The corn ration was drastically reduced, and it was announced that an extra potato ration would be issued to make up for it."
931,"Then it was discovered that the greater part of the potato crop had been frosted in the clamps, which had not been covered thickly enough."
932,"The potatoes had become soft and discoloured, and only a few were edible."
933,For days at a time the animals had nothing to eat but chaff and mangels.
934,Starvation seemed to stare them in the face.
935,It was vitally necessary to conceal this fact from the outside world.
936,"Emboldened by the collapse of the windmill, the human beings were inventing fresh lies about Animal Farm."
937,"Once again it was being put about that all the animals were dying of famine and disease, and that they were continually fighting among themselves and had resorted to cannibalism and infanticide."
938,"Napoleon was well aware of the bad results that might follow if the real facts of the food situation were known, and he decided to make use of Mr."
939,Whymper to spread a contrary impression.
940,Hitherto the animals had had little or no contact with Whymper on his weekly visits:
941,"now, however, a few selected animals, mostly sheep, were instructed to remark casually in his hearing that rations had been increased."
942,"In addition, Napoleon ordered the almost empty bins in the store-shed to be filled nearly to the brim with sand, which was then covered up with what remained of the grain and meal."
943,On some suitable pretext Whymper was led through the store-shed and allowed to catch a glimpse of the bins.
944,"He was deceived, and continued to report to the outside world that there was no food shortage on Animal Farm."
945,"Nevertheless, towards the end of January it became obvious that it would be necessary to procure some more grain from somewhere."
946,"In these days Napoleon rarely appeared in public, but spent all his time in the farmhouse, which was guarded at each door by fierce-looking dogs."
947,"When he did emerge, it was in a ceremonial manner, with an escort of six dogs who closely surrounded him and growled if anyone came too near."
948,"Frequently he did not even appear on Sunday mornings, but issued his orders through one of the other pigs, usually Squealer."
949,"One Sunday morning Squealer announced that the hens, who had just come in to lay again, must surrender their eggs."
950,"Napoleon had accepted, through Whymper, a contract for four hundred eggs a week."
951,The price of these would pay for enough grain and meal to keep the farm going till summer came on and conditions were easier.
952,"When the hens heard this, they raised a terrible outcry."
953,"They had been warned earlier that this sacrifice might be necessary, but had not believed that it would really happen."
954,"They were just getting their clutches ready for the spring sitting, and they protested that to take the eggs away now was murder."
955,"For the first time since the expulsion of Jones, there was something resembling a rebellion."
956,"Led by three young Black Minorca pullets, the hens made a determined effort to thwart Napoleon's wishes."
957,"Their method was to fly up to the rafters and there lay their eggs, which smashed to pieces on the floor."
958,Napoleon acted swiftly and ruthlessly.
959,"He ordered the hens' rations to be stopped, and decreed that any animal giving so much as a grain of corn to a hen should be punished by death."
960,The dogs saw to it that these orders were carried out.
961,"For five days the hens held out, then they capitulated and went back to their nesting boxes."
962,Nine hens had died in the meantime.
963,"Their bodies were buried in the orchard, and it was given out that they had died of coccidiosis."
964,"Whymper heard nothing of this affair, and the eggs were duly delivered, a grocer's van driving up to the farm once a week to take them away."
965,All this while no more had been seen of Snowball.
966,"He was rumoured to be hiding on one of the neighbouring farms, either Foxwood or Pinchfield."
967,Napoleon was by this time on slightly better terms with the other farmers than before.
968,It happened that there was in the yard a pile of timber which had been stacked there ten years earlier when a beech spinney was cleared.
969,"It was well seasoned, and Whymper had advised Napoleon to sell it;"
970,both Mr.
971,Pilkington and Mr.
972,Frederick were anxious to buy it.
973,"Napoleon was hesitating between the two, unable to make up his mind."
974,"It was noticed that whenever he seemed on the point of coming to an agreement with Frederick, Snowball was declared to be in hiding at Foxwood, while, when he inclined towards Pilkington, Snowball was said to be at Pinchfield."
975,"Suddenly, early in the spring, an alarming thing was discovered."
976,Snowball was secretly frequenting the farm by night!
977,The animals were so disturbed that they could hardly sleep in their stalls.
978,"Every night, it was said, he came creeping in under cover of darkness and performed all kinds of mischief."
979,"He stole the corn, he upset the milk-pails, he broke the eggs, he trampled the seed-beds, he gnawed the bark off the fruit trees."
980,Whenever anything went wrong it became usual to attribute it to Snowball.
981,"If a window was broken or a drain was blocked up, someone was certain to say that Snowball had come in the night and done it, and when the key of the store-shed was lost, the whole farm was convinced that Snowball had thrown it down the well."
982,"Curiously enough, they went on believing this even after the mislaid key was found under a sack of meal."
983,The cows declared unanimously that Snowball crept into their stalls and milked them in their sleep.
984,"The rats, which had been troublesome that winter, were also said to be in league with Snowball."
985,Napoleon decreed that there should be a full investigation into Snowball's activities.
986,"With his dogs in attendance he set out and made a careful tour of inspection of the farm buildings, the other animals following at a respectful distance."
987,"At every few steps Napoleon stopped and snuffed the ground for traces of Snowball's footsteps, which, he said, he could detect by the smell."
988,"He snuffed in every corner, in the barn, in the cowshed, in the hen-houses, in the vegetable garden, and found traces of Snowball almost everywhere."
989,"He would put his snout to the ground, give several deep sniffs, and exclaim in a terrible voice, ""Snowball!"
990,He has been here!
991,"I can smell him distinctly!"""
992,"and at the word ""Snowball"" all the dogs let out blood-curdling growls and showed their side teeth."
993,The animals were thoroughly frightened.
994,"It seemed to them as though Snowball were some kind of invisible influence, pervading the air about them and menacing them with all kinds of dangers."
995,"In the evening Squealer called them together, and with an alarmed expression on his face told them that he had some serious news to report."
996,"""Comrades!"""
997,"cried Squealer, making little nervous skips, ""a most terrible thing has been discovered."
998,"Snowball has sold himself to Frederick of Pinchfield Farm, who is even now plotting to attack us and take our farm away from us!"
999,Snowball is to act as his guide when the attack begins.
1000,But there is worse than that.
1001,We had thought that Snowball's rebellion was caused simply by his vanity and ambition.
1002,"But we were wrong, comrades."
1003,Do you know what the real reason was?
1004,Snowball was in league with Jones from the very start!
1005,He was Jones's secret agent all the time.
1006,It has all been proved by documents which he left behind him and which we have only just discovered.
1007,"To my mind this explains a great deal, comrades."
1008,"Did we not see for ourselves how he attempted—fortunately without success—to get us defeated and destroyed at the Battle of the Cowshed?"""
1009,The animals were stupefied.
1010,This was a wickedness far outdoing Snowball's destruction of the windmill.
1011,But it was some minutes before they could fully take it in.
1012,"They all remembered, or thought they remembered, how they had seen Snowball charging ahead of them at the Battle of the Cowshed, how he had rallied and encouraged them at every turn, and how he had not paused for an instant even when the pellets from Jones's gun had wounded his back."
1013,At first it was a little difficult to see how this fitted in with his being on Jones's side.
1014,"Even Boxer, who seldom asked questions, was puzzled."
1015,"He lay down, tucked his fore hoofs beneath him, shut his eyes, and with a hard effort managed to formulate his thoughts."
1016,"""I do not believe that,"" he said."
1017,"""Snowball fought bravely at the Battle of the Cowshed."
1018,I saw him myself.
1019,"Did we not give him 'Animal Hero, First Class,' immediately afterwards?"""
1020,"""That was our mistake, comrade."
1021,"For we know now—it is all written down in the secret documents that we have found—that in reality he was trying to lure us to our doom."""
1022,"""But he was wounded,"" said Boxer."
1023,"""We all saw him running with blood."""
1024,"""That was part of the arrangement!"""
1025,cried Squealer.
1026,"""Jones's shot only grazed him."
1027,"I could show you this in his own writing, if you were able to read it."
1028,"The plot was for Snowball, at the critical moment, to give the signal for flight and leave the field to the enemy."
1029,"And he very nearly succeeded—I will even say, comrades, he would have succeeded if it had not been for our heroic Leader, Comrade Napoleon."
1030,"Do you not remember how, just at the moment when Jones and his men had got inside the yard, Snowball suddenly turned and fled, and many animals followed him?"
1031,"And do you not remember, too, that it was just at that moment, when panic was spreading and all seemed lost, that Comrade Napoleon sprang forward with a cry of 'Death to Humanity!'"
1032,and sank his teeth in Jones's leg?
1033,"Surely you remember that , comrades?"""
1034,"exclaimed Squealer, frisking from side to side."
1035,"Now when Squealer described the scene so graphically, it seemed to the animals that they did remember it."
1036,"At any rate, they remembered that at the critical moment of the battle Snowball had turned to flee."
1037,But Boxer was still a little uneasy.
1038,"""I do not believe that Snowball was a traitor at the beginning,"" he said finally."
1039,"""What he has done since is different."
1040,"But I believe that at the Battle of the Cowshed he was a good comrade."""
1041,"""Our Leader, Comrade Napoleon,"" announced Squealer, speaking very slowly and firmly, ""has stated categorically—categorically, comrade—that Snowball was Jones's agent from the very beginning—yes, and from long before the Rebellion was ever thought of."""
1042,"""Ah, that is different!"""
1043,said Boxer.
1044,"""If Comrade Napoleon says it, it must be right."""
1045,"""That is the true spirit, comrade!"""
1046,"cried Squealer, but it was noticed he cast a very ugly look at Boxer with his little twinkling eyes."
1047,"He turned to go, then paused and added impressively:"
1048,"""I warn every animal on this farm to keep his eyes very wide open."
1049,"For we have reason to think that some of Snowball's secret agents are lurking among us at this moment!"""
1050,"Four days later, in the late afternoon, Napoleon ordered all the animals to assemble in the yard."
1051,"When they were all gathered together, Napoleon emerged, from the farmhouse, wearing both his medals (for he had recently awarded himself ""Animal Hero, First Class,"" and ""Animal Hero, Second Class""), with his nine huge dogs frisking round him and uttering growls that sent shivers down all the animals' spines."
1052,"They all cowered silently in their places, seeming to know in advance that some terrible thing was about to happen."
1053,Napoleon stood sternly surveying his audience;
1054,then he uttered a high-pitched whimper.
1055,"Immediately the dogs bounded forward, seized four of the pigs by the ear and dragged them, squealing with pain and terror, to Napoleon's feet."
1056,"The pigs' ears were bleeding, the dogs had tasted blood, and for a few moments they appeared to go quite mad."
1057,"To the amazement of everybody, three of them flung themselves upon Boxer."
1058,"Boxer saw them coming and put out his great hoof, caught a dog in mid-air, and pinned him to the ground."
1059,The dog shrieked for mercy and the other two fled with their tails between their legs.
1060,Boxer looked at Napoleon to know whether he should crush the dog to death or let it go.
1061,"Napoleon appeared to change countenance, and sharply ordered Boxer to let the dog go, whereat Boxer lifted his hoof, and the dog slunk away, bruised and howling."
1062,Presently the tumult died down.
1063,"The four pigs waited, trembling, with guilt written on every line of their countenances."
1064,Napoleon now called upon them to confess their crimes.
1065,They were the same four pigs as had protested when Napoleon abolished the Sunday Meetings.
1066,"Without any further prompting they confessed that they had been secretly in touch with Snowball ever since his expulsion, that they had collaborated with him in destroying the windmill, and that they had entered into an agreement with him to hand over Animal Farm to Mr."
1067,Frederick.
1068,They added that Snowball had privately admitted to them that he had been Jones's secret agent for years past.
1069,"When they had finished their confession, the dogs promptly tore their throats out, and in a terrible voice Napoleon demanded whether any other animal had anything to confess."
1070,The three hens who had been the ringleaders in the attempted rebellion over the eggs now came forward and stated that Snowball had appeared to them in a dream and incited them to disobey Napoleon's orders.
1071,"They, too, were slaughtered."
1072,Then a goose came forward and confessed to having secreted six ears of corn during the last year's harvest and eaten them in the night.
1073,"Then a sheep confessed to having urinated in the drinking pool—urged to do this, so she said, by Snowball—and two other sheep confessed to having murdered an old ram, an especially devoted follower of Napoleon, by chasing him round and round a bonfire when he was suffering from a cough."
1074,They were all slain on the spot.
1075,"And so the tale of confessions and executions went on, until there was a pile of corpses lying before Napoleon's feet and the air was heavy with the smell of blood, which had been unknown there since the expulsion of Jones."
1076,"When it was all over, the remaining animals, except for the pigs and dogs, crept away in a body."
1077,They were shaken and miserable.
1078,"They did not know which was more shocking—the treachery of the animals who had leagued themselves with Snowball, or the cruel retribution they had just witnessed."
1079,"In the old days there had often been scenes of bloodshed equally terrible, but it seemed to all of them that it was far worse now that it was happening among themselves."
1080,"Since Jones had left the farm, until today, no animal had killed another animal."
1081,Not even a rat had been killed.
1082,"They had made their way on to the little knoll where the half-finished windmill stood, and with one accord they all lay down as though huddling together for warmth—Clover, Muriel, Benjamin, the cows, the sheep, and a whole flock of geese and hens—everyone, indeed, except the cat, who had suddenly disappeared just before Napoleon ordered the animals to assemble."
1083,For some time nobody spoke.
1084,Only Boxer remained on his feet.
1085,"He fidgeted to and fro, swishing his long black tail against his sides and occasionally uttering a little whinny of surprise."
1086,Finally he said:
1087,"""I do not understand it."
1088,I would not have believed that such things could happen on our farm.
1089,It must be due to some fault in ourselves.
1090,"The solution, as I see it, is to work harder."
1091,"From now onwards I shall get up a full hour earlier in the mornings."""
1092,And he moved off at his lumbering trot and made for the quarry.
1093,"Having got there, he collected two successive loads of stone and dragged them down to the windmill before retiring for the night."
1094,"The animals huddled about Clover, not speaking."
1095,The knoll where they were lying gave them a wide prospect across the countryside.
1096,"Most of Animal Farm was within their view—the long pasture stretching down to the main road, the hayfield, the spinney, the drinking pool, the ploughed fields where the young wheat was thick and green, and the red roofs of the farm buildings with the smoke curling from the chimneys."
1097,It was a clear spring evening.
1098,The grass and the bursting hedges were gilded by the level rays of the sun.
1099,"Never had the farm—and with a kind of surprise they remembered that it was their own farm, every inch of it their own property—appeared to the animals so desirable a place."
1100,As Clover looked down the hillside her eyes filled with tears.
1101,"If she could have spoken her thoughts, it would have been to say that this was not what they had aimed at when they had set themselves years ago to work for the overthrow of the human race."
1102,These scenes of terror and slaughter were not what they had looked forward to on that night when old Major first stirred them to rebellion.
1103,"If she herself had had any picture of the future, it had been of a society of animals set free from hunger and the whip, all equal, each working according to his capacity, the strong protecting the weak, as she had protected the lost brood of ducklings with her foreleg on the night of Major's speech."
1104,"Instead—she did not know why—they had come to a time when no one dared speak his mind, when fierce, growling dogs roamed everywhere, and when you had to watch your comrades torn to pieces after confessing to shocking crimes."
1105,There was no thought of rebellion or disobedience in her mind.
1106,"She knew that, even as things were, they were far better off than they had been in the days of Jones, and that before all else it was needful to prevent the return of the human beings."
1107,"Whatever happened she would remain faithful, work hard, carry out the orders that were given to her, and accept the leadership of Napoleon."
1108,"But still, it was not for this that she and all the other animals had hoped and toiled."
1109,It was not for this that they had built the windmill and faced the bullets of Jones's gun.
1110,"Such were her thoughts, though she lacked the words to express them."
1111,"At last, feeling this to be in some way a substitute for the words she was unable to find, she began to sing Beasts of England ."
1112,"The other animals sitting round her took it up, and they sang it three times over—very tunefully, but slowly and mournfully, in a way they had never sung it before."
1113,"They had just finished singing it for the third time when Squealer, attended by two dogs, approached them with the air of having something important to say."
1114,"He announced that, by a special decree of Comrade Napoleon, Beasts of England had been abolished."
1115,From now onwards it was forbidden to sing it.
1116,The animals were taken aback.
1117,"""Why?"""
1118,cried Muriel.
1119,"""It is no longer needed, comrade,"" said Squealer stiffly."
1120,""" Beasts of England was the song of the Rebellion."
1121,But the Rebellion is now completed.
1122,The execution of the traitors this afternoon was the final act.
1123,The enemy both external and internal has been defeated.
1124,In Beasts of England we expressed our longing for a better society in days to come.
1125,But that society has now been established.
1126,"Clearly this song has no longer any purpose."""
1127,"Frightened though they were, some of the animals might possibly have protested, but at this moment the sheep set up their usual bleating of ""Four legs good, two legs bad,"" which went on for several minutes and put an end to the discussion."
1128,So Beasts of England was heard no more.
1129,"In its place Minimus, the poet, had composed another song which began:"
1130,"Animal Farm, Animal Farm, Never through me shalt thou come to harm!"
1131,and this was sung every Sunday morning after the hoisting of the flag.
1132,But somehow neither the words nor the tune ever seemed to the animals to come up to Beasts of England .
1134,Chapter Eight
1135,"A few days later, when the terror caused by the executions had died down, some of the animals remembered—or thought they remembered—that the Sixth Commandment decreed ""No animal shall kill any other animal."""
1136,"And though no one cared to mention it in the hearing of the pigs or the dogs, it was felt that the killings which had taken place did not square with this."
1137,"Clover asked Benjamin to read her the Sixth Commandment, and when Benjamin, as usual, said that he refused to meddle in such matters, she fetched Muriel."
1138,Muriel read the Commandment for her.
1139,It ran:
1140,"""No animal shall kill any other animal without cause ."""
1141,"Somehow or other, the last two words had slipped out of the animals' memory."
1142,But they saw now that the Commandment had not been violated;
1143,for clearly there was good reason for killing the traitors who had leagued themselves with Snowball.
1144,Throughout the year the animals worked even harder than they had worked in the previous year.
1145,"To rebuild the windmill, with walls twice as thick as before, and to finish it by the appointed date, together with the regular work of the farm, was a tremendous labour."
1146,There were times when it seemed to the animals that they worked longer hours and fed no better than they had done in Jones's day.
1147,"On Sunday mornings Squealer, holding down a long strip of paper with his trotter, would read out to them lists of figures proving that the production of every class of foodstuff had increased by two hundred per cent, three hundred per cent, or five hundred per cent, as the case might be."
1148,"The animals saw no reason to disbelieve him, especially as they could no longer remember very clearly what conditions had been like before the Rebellion."
1149,"All the same, there were days when they felt that they would sooner have had less figures and more food."
1150,All orders were now issued through Squealer or one of the other pigs.
1151,Napoleon himself was not seen in public as often as once in a fortnight.
1152,"When he did appear, he was attended not only by his retinue of dogs but by a black cockerel who marched in front of him and acted as a kind of trumpeter, letting out a loud ""cock-a-doodle-doo"" before Napoleon spoke."
1153,"Even in the farmhouse, it was said, Napoleon inhabited separate apartments from the others."
1154,"He took his meals alone, with two dogs to wait upon him, and always ate from the Crown Derby dinner service which had been in the glass cupboard in the drawing-room."
1155,"It was also announced that the gun would be fired every year on Napoleon's birthday, as well as on the other two anniversaries."
1156,"Napoleon was now never spoken of simply as ""Napoleon."""
1157,"He was always referred to in formal style as ""our Leader, Comrade Napoleon,"" and the pigs liked to invent for him such titles as Father of All Animals, Terror of Mankind, Protector of the Sheep-fold, Ducklings' Friend, and the like."
1158,"In his speeches, Squealer would talk with the tears rolling down his cheeks of Napoleon's wisdom, the goodness of his heart, and the deep love he bore to all animals everywhere, even and especially the unhappy animals who still lived in ignorance and slavery on other farms."
1159,It had become usual to give Napoleon the credit for every successful achievement and every stroke of good fortune.
1160,"You would often hear one hen remark to another, ""Under the guidance of our Leader, Comrade Napoleon, I have laid five eggs in six days"";"
1161,"or two cows, enjoying a drink at the pool, would exclaim, ""Thanks to the leadership of Comrade Napoleon, how excellent this water tastes!"""
1162,"The general feeling on the farm was well expressed in a poem entitled Comrade Napoleon , which was composed by Minimus and which ran as follows:"
1163,Friend of the fatherless!
1164,Fountain of happiness!
1165,Lord of the swill-bucket!
1166,"Oh, how my soul is on Fire when I gaze at thy Calm and commanding eye, Like the sun in the sky, Comrade Napoleon!"
1167,"Thou art the giver of All that thy creatures love, Full belly twice a day, clean straw to roll upon;"
1168,"Every beast great or small Sleeps at peace in his stall, Thou watchest over all, Comrade Napoleon!"
1169,"Had I a sucking-pig, Ere he had grown as big Even as a pint bottle or as a rolling-pin, He should have learned to be Faithful and true to thee, Yes, his first squeak should be ""Comrade Napoleon!"
1170,""" Napoleon approved of this poem and caused it to be inscribed on the wall of the big barn, at the opposite end from the Seven Commandments."
1171,"It was surmounted by a portrait of Napoleon, in profile, executed by Squealer in white paint."
1172,"Meanwhile, through the agency of Whymper, Napoleon was engaged in complicated negotiations with Frederick and Pilkington."
1173,The pile of timber was still unsold.
1174,"Of the two, Frederick was the more anxious to get hold of it, but he would not offer a reasonable price."
1175,"At the same time there were renewed rumours that Frederick and his men were plotting to attack Animal Farm and to destroy the windmill, the building of which had aroused furious jealousy in him."
1176,Snowball was known to be still skulking on Pinchfield Farm.
1177,"In the middle of the summer the animals were alarmed to hear that three hens had come forward and confessed that, inspired by Snowball, they had entered into a plot to murder Napoleon."
1178,"They were executed immediately, and fresh precautions for Napoleon's safety were taken."
1179,"Four dogs guarded his bed at night, one at each corner, and a young pig named Pinkeye was given the task of tasting all his food before he ate it, lest it should be poisoned."
1180,At about the same time it was given out that Napoleon had arranged to sell the pile of timber to Mr.
1181,Pilkington;
1182,he was also going to enter into a regular agreement for the exchange of certain products between Animal Farm and Foxwood.
1183,"The relations between Napoleon and Pilkington, though they were only conducted through Whymper, were now almost friendly."
1184,"The animals distrusted Pilkington, as a human being, but greatly preferred him to Frederick, whom they both feared and hated."
1185,"As the summer wore on, and the windmill neared completion, the rumours of an impending treacherous attack grew stronger and stronger."
1186,"Frederick, it was said, intended to bring against them twenty men all armed with guns, and he had already bribed the magistrates and police, so that if he could once get hold of the title-deeds of Animal Farm they would ask no questions."
1187,"Moreover, terrible stories were leaking out from Pinchfield about the cruelties that Frederick practised upon his animals."
1188,"He had flogged an old horse to death, he starved his cows, he had killed a dog by throwing it into the furnace, he amused himself in the evenings by making cocks fight with splinters of razor-blade tied to their spurs."
1189,"The animals' blood boiled with rage when they heard of these things being, done to their comrades, and sometimes they clamoured to be allowed to go out in a body and attack Pinchfield Farm, drive out the humans, and set the animals free."
1190,But Squealer counselled them to avoid rash actions and trust in Comrade Napoleon's strategy.
1191,"Nevertheless, feeling against Frederick continued to run high."
1192,One Sunday morning Napoleon appeared in the barn and explained that he had never at any time contemplated selling the pile of timber to Frederick;
1193,"he considered it beneath his dignity, he said, to have dealings with scoundrels of that description."
1194,"The pigeons who were still sent out to spread tidings of the Rebellion were forbidden to set foot anywhere on Foxwood, and were also ordered to drop their former slogan of ""Death to Humanity"" in favour of ""Death to Frederick."""
1195,In the late summer yet another of Snowball's machinations was laid bare.
1196,"The wheat crop was full of weeds, and it was discovered that on one of his nocturnal visits Snowball had mixed weed seeds with the seed corn."
1197,A gander who had been privy to the plot had confessed his guilt to Squealer and immediately committed suicide by swallowing deadly nightshade berries.
1198,"The animals now also learned that Snowball had never—as many of them had believed hitherto—received the order of ""Animal Hero, First Class."""
1199,This was merely a legend which had been spread some time after the Battle of the Cowshed by Snowball himself.
1200,"So far from being decorated, he had been censured for showing cowardice in the battle."
1201,"Once again some of the animals heard this with a certain bewilderment, but Squealer was soon able to convince them that their memories had been at fault."
1202,"In the autumn, by a tremendous, exhausting effort—for the harvest had to be gathered at almost the same time—the windmill was finished."
1203,"The machinery had still to be installed, and Whymper was negotiating the purchase of it, but the structure was completed."
1204,"In the teeth of every difficulty, in spite of inexperience, of primitive implements, of bad luck and of Snowball's treachery, the work had been finished punctually to the very day!"
1205,"Tired out but proud, the animals walked round and round their masterpiece, which appeared even more beautiful in their eyes than when it had been built the first time."
1206,"Moreover, the walls were twice as thick as before."
1207,Nothing short of explosives would lay them low this time!
1208,"And when they thought of how they had laboured, what discouragements they had overcome, and the enormous difference that would be made in their lives when the sails were turning and the dynamos running—when they thought of all this, their tiredness forsook them and they gambolled round and round the windmill, uttering cries of triumph."
1209,"Napoleon himself, attended by his dogs and his cockerel, came down to inspect the completed work;"
1210,"he personally congratulated the animals on their achievement, and announced that the mill would be named Napoleon Mill."
1211,Two days later the animals were called together for a special meeting in the barn.
1212,They were struck dumb with surprise when Napoleon announced that he had sold the pile of timber to Frederick.
1213,Tomorrow Frederick's wagons would arrive and begin carting it away.
1214,"Throughout the whole period of his seeming friendship with Pilkington, Napoleon had really been in secret agreement with Frederick."
1215,All relations with Foxwood had been broken off;
1216,insulting messages had been sent to Pilkington.
1217,"The pigeons had been told to avoid Pinchfield Farm and to alter their slogan from ""Death to Frederick"" to ""Death to Pilkington."""
1218,"At the same time Napoleon assured the animals that the stories of an impending attack on Animal Farm were completely untrue, and that the tales about Frederick's cruelty to his own animals had been greatly exaggerated."
1219,All these rumours had probably originated with Snowball and his agents.
1220,"It now appeared that Snowball was not, after all, hiding on Pinchfield Farm, and in fact had never been there in his life:"
1221,"he was living—in considerable luxury, so it was said—at Foxwood, and had in reality been a pensioner of Pilkington for years past."
1222,The pigs were in ecstasies over Napoleon's cunning.
1223,By seeming to be friendly with Pilkington he had forced Frederick to raise his price by twelve pounds.
1224,"But the superior quality of Napoleon's mind, said Squealer, was shown in the fact that he trusted nobody, not even Frederick."
1225,"Frederick had wanted to pay for the timber with something called a cheque, which, it seemed, was a piece of paper with a promise to pay written upon it."
1226,But Napoleon was too clever for him.
1227,"He had demanded payment in real five-pound notes, which were to be handed over before the timber was removed."
1228,Already Frederick had paid up;
1229,and the sum he had paid was just enough to buy the machinery for the windmill.
1230,Meanwhile the timber was being carted away at high speed.
1231,"When it was all gone, another special meeting was held in the barn for the animals to inspect Frederick's bank-notes."
1232,"Smiling beatifically, and wearing both his decorations, Napoleon reposed on a bed of straw on the platform, with the money at his side, neatly piled on a china dish from the farmhouse kitchen."
1233,"The animals filed slowly past, and each gazed his fill."
1234,"And Boxer put out his nose to sniff at the bank-notes, and the flimsy white things stirred and rustled in his breath."
1235,Three days later there was a terrible hullabaloo.
1236,"Whymper, his face deadly pale, came racing up the path on his bicycle, flung it down in the yard and rushed straight into the farmhouse."
1237,The next moment a choking roar of rage sounded from Napoleon's apartments.
1238,The news of what had happened sped round the farm like wildfire.
1239,The bank-notes were forgeries!
1240,Frederick had got the timber for nothing!
1241,Napoleon called the animals together immediately and in a terrible voice pronounced the death sentence upon Frederick.
1242,"When captured, he said, Frederick should be boiled alive."
1243,At the same time he warned them that after this treacherous deed the worst was to be expected.
1244,Frederick and his men might make their long-expected attack at any moment.
1245,Sentinels were placed at all the approaches to the farm.
1246,"In addition, four pigeons were sent to Foxwood with a conciliatory message, which it was hoped might re-establish good relations with Pilkington."
1247,The very next morning the attack came.
1248,The animals were at breakfast when the look-outs came racing in with the news that Frederick and his followers had already come through the five-barred gate.
1249,"Boldly enough the animals sallied forth to meet them, but this time they did not have the easy victory that they had had in the Battle of the Cowshed."
1250,"There were fifteen men, with half a dozen guns between them, and they opened fire as soon as they got within fifty yards."
1251,"The animals could not face the terrible explosions and the stinging pellets, and in spite of the efforts of Napoleon and Boxer to rally them, they were soon driven back."
1252,A number of them were already wounded.
1253,They took refuge in the farm buildings and peeped cautiously out from chinks and knot-holes.
1254,"The whole of the big pasture, including the windmill, was in the hands of the enemy."
1255,For the moment even Napoleon seemed at a loss.
1256,"He paced up and down without a word, his tail rigid and twitching."
1257,Wistful glances were sent in the direction of Foxwood.
1258,"If Pilkington and his men would help them, the day might yet be won."
1259,"But at this moment the four pigeons, who had been sent out on the day before, returned, one of them bearing a scrap of paper from Pilkington."
1260,On it was pencilled the words:
1261,"""Serves you right."""
1262,Meanwhile Frederick and his men had halted about the windmill.
1263,"The animals watched them, and a murmur of dismay went round."
1264,Two of the men had produced a crowbar and a sledge hammer.
1265,They were going to knock the windmill down.
1266,"""Impossible!"""
1267,cried Napoleon.
1268,"""We have built the walls far too thick for that."
1269,They could not knock it down in a week.
1270,"Courage, comrades!"""
1271,But Benjamin was watching the movements of the men intently.
1272,The two with the hammer and the crowbar were drilling a hole near the base of the windmill.
1273,"Slowly, and with an air almost of amusement, Benjamin nodded his long muzzle."
1274,"""I thought so,"" he said."
1275,"""Do you not see what they are doing?"
1276,"In another moment they are going to pack blasting powder into that hole."""
1277,"Terrified, the animals waited."
1278,It was impossible now to venture out of the shelter of the buildings.
1279,After a few minutes the men were seen to be running in all directions.
1280,Then there was a deafening roar.
1281,"The pigeons swirled into the air, and all the animals, except Napoleon, flung themselves flat on their bellies and hid their faces."
1282,"When they got up again, a huge cloud of black smoke was hanging where the windmill had been."
1283,Slowly the breeze drifted it away.
1284,The windmill had ceased to exist!
1285,At this sight the animals' courage returned to them.
1286,"The fear and despair they had felt a moment earlier were drowned in their rage against this vile, contemptible act."
1287,"A mighty cry for vengeance went up, and without waiting for further orders they charged forth in a body and made straight for the enemy."
1288,This time they did not heed the cruel pellets that swept over them like hail.
1289,"It was a savage, bitter battle."
1290,"The men fired again and again, and, when the animals got to close quarters, lashed out with their sticks and their heavy boots."
1291,"A cow, three sheep, and two geese were killed, and nearly everyone was wounded."
1292,"Even Napoleon, who was directing operations from the rear, had the tip of his tail chipped by a pellet."
1293,But the men did not go unscathed either.
1294,Three of them had their heads broken by blows from Boxer's hoofs;
1295,another was gored in the belly by a cow's horn;
1296,another had his trousers nearly torn off by Jessie and Bluebell.
1297,"And when the nine dogs of Napoleon's own bodyguard, whom he had instructed to make a detour under cover of the hedge, suddenly appeared on the men's flank, baying ferociously, panic overtook them."
1298,They saw that they were in danger of being surrounded.
1299,"Frederick shouted to his men to get out while the going was good, and the next moment the cowardly enemy was running for dear life."
1300,"The animals chased them right down to the bottom of the field, and got in some last kicks at them as they forced their way through the thorn hedge."
1301,"They had won, but they were weary and bleeding."
