sid,sentence
1219,"while the Grocer and his         people were so frank and fresh that the polished hearts with which they         fastened their aprons behind might have been their own, worn outside for         general inspection, and for Christmas daws to peck at if they chose."
1220,"But soon the steeples called good people all, to church and chapel, and         away they came, flocking through the streets in their best clothes, and         with their gayest faces."
1221,"And at the same time there emerged from scores         of bye-streets, lanes, and nameless turnings, innumerable people,         carrying their dinners to the bakers’ shops."
1222,"The sight of these         poor revellers appeared to interest the Spirit very much, for he stood         with Scrooge beside him in a baker’s doorway, and taking off the         covers as their bearers passed, sprinkled incense on their dinners from         his torch."
1223,"And it was a very uncommon kind of torch, for once or twice         when there were angry words between some dinner-carriers who had jostled         each other, he shed a few drops of water on them from it, and their good         humour was restored directly."
1224,"For they said, it was a shame to quarrel         upon Christmas Day."
1225,And so it was!
1226,"God love it, so it was!"
1227,"In time the bells ceased, and the bakers were shut up;"
1228,"and yet there was         a genial shadowing forth of all these dinners and the progress of their         cooking, in the thawed blotch of wet above each baker’s oven; "
1229,       where the pavement smoked as if its stones were cooking too.
1230,“Is there a peculiar flavour in what you sprinkle from your torch?” 
1231,       asked Scrooge.
1232,“There is.
1233,My own.”
1234,“Would it apply to any kind of dinner on this day?”
1235,asked         Scrooge.
1236,“To any kindly given.
1237,To a poor one most.”
1238,“Why to a poor one most?”
1239,asked Scrooge.
1240,“Because it needs it most.”
1241,"“Spirit,” said Scrooge, after a moment’s thought,         “I wonder you, of all the beings in the many worlds about us,         should desire to cramp these people’s opportunities of innocent         enjoyment.”"
1242,“I!”
1243,cried the Spirit.
1244,"“You would deprive them of their means of dining every seventh         day, often the only day on which they can be said to dine at all,”         said Scrooge."
1245,“Wouldn’t you?”
1246,“I!”
1247,cried the Spirit.
1248,“You seek to close these places on the Seventh Day?”
1249,said         Scrooge.
1250,“And it comes to the same thing.”
1251,“ I seek!”
1252,exclaimed the Spirit.
1253,“Forgive me if I am wrong.
1254,"It has been done in your name, or at         least in that of your family,” said Scrooge."
1255,"“There are some upon this earth of yours,” returned the         Spirit, “who lay claim to know us, and who do their deeds of         passion, pride, ill-will, hatred, envy, bigotry, and selfishness in our         name, who are as strange to us and all our kith and kin, as if they had         never lived."
1256,"Remember that, and charge their doings on themselves, not         us.”"
1257,Scrooge promised that he would;
1258,"and they went on, invisible, as they had         been before, into the suburbs of the town."
1259,"It was a remarkable quality         of the Ghost (which Scrooge had observed at the baker’s), that         notwithstanding his gigantic size, he could accommodate himself to any         place with ease;"
1260,"and that he stood beneath a low roof quite as         gracefully and like a supernatural creature, as it was possible he could         have done in any lofty hall."
1261,"And perhaps it was the pleasure the good Spirit had in showing off this         power of his, or else it was his own kind, generous, hearty nature, and         his sympathy with all poor men, that led him straight to Scrooge’s         clerk’s;"
1262,"for there he went, and took Scrooge with him, holding to         his robe;"
1263,"and on the threshold of the door the Spirit smiled, and         stopped to bless Bob Cratchit’s dwelling with the sprinkling of         his torch."
1264,Think of that!
1265,Bob had but fifteen “Bob” a-week         himself;
1266,he pocketed on Saturdays but fifteen copies of his Christian         name;
1267,and yet the Ghost of Christmas Present blessed his four-roomed         house!
1268,Then up rose Mrs.
1269,"Cratchit, Cratchit’s wife, dressed out but         poorly in a twice-turned gown, but brave in ribbons, which are cheap and         make a goodly show for sixpence;"
1270,"and she laid the cloth, assisted by         Belinda Cratchit, second of her daughters, also brave in ribbons;"
1271,"while         Master Peter Cratchit plunged a fork into the saucepan of potatoes, and         getting the corners of his monstrous shirt collar (Bob’s private         property, conferred upon his son and heir in honour of the day) into his         mouth, rejoiced to find himself so gallantly attired, and yearned to         show his linen in the fashionable Parks."
1272,"And now two smaller Cratchits,         boy and girl, came tearing in, screaming that outside the baker’s         they had smelt the goose, and known it for their own;"
1273,"and basking in         luxurious thoughts of sage and onion, these young Cratchits danced about         the table, and exalted Master Peter Cratchit to the skies, while he (not         proud, although his collars nearly choked him) blew the fire, until the         slow potatoes bubbling up, knocked loudly at the saucepan-lid to be let         out and peeled."
1274,“What has ever got your precious father then?”
1275,said Mrs. 
1276,       Cratchit.
1277,"“And your brother, Tiny Tim!"
1278,And Martha warn’t as         late last Christmas Day by half-an-hour?”
1279,"“Here’s Martha, mother!”"
1280,"said a girl, appearing as she         spoke."
1281,"“Here’s Martha, mother!”"
1282,cried the two young         Cratchits.
1283,“Hurrah!
1284,"There’s such a goose, Martha!”"
1285,"“Why, bless your heart alive, my dear, how late you are!” "
1286,       said Mrs.
1287,"Cratchit, kissing her a dozen times, and taking off her shawl         and bonnet for her with officious zeal."
1288,"“We’d a deal of work to finish up last night,” replied         the girl, “and had to clear away this morning, mother!”"
1289,“Well!
1290,"Never mind so long as you are come,” said Mrs. "
1291,       Cratchit.
1292,"“Sit ye down before the fire, my dear, and have a warm,         Lord bless ye!”"
1293,"“No, no!"
1294,"There’s father coming,” cried the two young         Cratchits, who were everywhere at once."
1295,"“Hide, Martha, hide!”"
1296,"So Martha hid herself, and in came little Bob, the father, with at least         three feet of comforter exclusive of the fringe, hanging down before         him;"
1297,"and his threadbare clothes darned up and brushed, to look         seasonable;"
1298,and Tiny Tim upon his shoulder.
1299,"Alas for Tiny Tim, he bore a         little crutch, and had his limbs supported by an iron frame!"
1300,"“Why, where’s our Martha?”"
1301,"cried Bob Cratchit, looking         round."
1302,"“Not coming,” said Mrs."
1303,Cratchit.
1304,“Not coming!”
1305,"said Bob, with a sudden declension in his high         spirits;"
1306,"for he had been Tim’s blood horse all the way from         church, and had come home rampant."
1307,“Not coming upon Christmas Day!”
1308,"Martha didn’t like to see him disappointed, if it were only in         joke;"
1309,"so she came out prematurely from behind the closet door, and ran         into his arms, while the two young Cratchits hustled Tiny Tim, and bore         him off into the wash-house, that he might hear the pudding singing in         the copper."
1310,“And how did little Tim behave?”
1311,asked Mrs.
1312,"Cratchit, when         she had rallied Bob on his credulity, and Bob had hugged his daughter to         his heart’s content."
1313,"“As good as gold,” said Bob, “and better."
1314,"Somehow he         gets thoughtful, sitting by himself so much, and thinks the strangest         things you ever heard."
1315,"He told me, coming home, that he hoped the people         saw him in the church, because he was a cripple, and it might be         pleasant to them to remember upon Christmas Day, who made lame beggars         walk, and blind men see.”"
1316,"Bob’s voice was tremulous when he told them this, and trembled         more when he said that Tiny Tim was growing strong and hearty."
1317,"His active little crutch was heard upon the floor, and back came Tiny         Tim before another word was spoken, escorted by his brother and sister         to his stool before the fire;"
1318,"and while Bob, turning up his cuffs—as         if, poor fellow, they were capable of being made more shabby—compounded         some hot mixture in a jug with gin and lemons, and stirred it round and         round and put it on the hob to simmer;"
1319,"Master Peter, and the two         ubiquitous young Cratchits went to fetch the goose, with which they soon         returned in high procession."
1320,Such a bustle ensued that you might have thought a goose the rarest of         all birds;
1321,"a feathered phenomenon, to which a black swan was a matter of         course—and in truth it was something very like it in that house. "
1322,       Mrs.
1323,Cratchit made the gravy (ready beforehand in a little saucepan)         hissing hot;
1324,Master Peter mashed the potatoes with incredible vigour; 
1325,       Miss Belinda sweetened up the apple-sauce;
1326,Martha dusted the hot plates; 
1327,       Bob took Tiny Tim beside him in a tiny corner at the table;
1328,"the two         young Cratchits set chairs for everybody, not forgetting themselves, and         mounting guard upon their posts, crammed spoons into their mouths, lest         they should shriek for goose before their turn came to be helped."
1329,"At         last the dishes were set on, and grace was said."
1330,"It was succeeded by a         breathless pause, as Mrs."
1331,"Cratchit, looking slowly all along the         carving-knife, prepared to plunge it in the breast;"
1332,"but when she did,         and when the long expected gush of stuffing issued forth, one murmur of         delight arose all round the board, and even Tiny Tim, excited by the two         young Cratchits, beat on the table with the handle of his knife, and         feebly cried Hurrah!"
1333,There never was such a goose.
1334,Bob said he didn’t believe there         ever was such a goose cooked.
1335,"Its tenderness and flavour, size and         cheapness, were the themes of universal admiration."
1336,"Eked out by         apple-sauce and mashed potatoes, it was a sufficient dinner for the         whole family;"
1337,"indeed, as Mrs."
1338,"Cratchit said with great delight         (surveying one small atom of a bone upon the dish), they hadn’t         ate it all at last!"
1339,"Yet every one had had enough, and the youngest         Cratchits in particular, were steeped in sage and onion to the eyebrows! "
1340,"       But now, the plates being changed by Miss Belinda, Mrs."
1341,Cratchit left         the room alone—too nervous to bear witnesses—to take the         pudding up and bring it in.
1342,Suppose it should not be done enough!
1343,Suppose it should break in turning         out!
1344,"Suppose somebody should have got over the wall of the back-yard,         and stolen it, while they were merry with the goose—a supposition         at which the two young Cratchits became livid!"
1345,All sorts of horrors were         supposed.
1346,Hallo!
1347,A great deal of steam!
1348,The pudding was out of the copper.
1349,A smell         like a washing-day!
1350,That was the cloth.
1351,"A smell like an eating-house and         a pastrycook’s next door to each other, with a laundress’s         next door to that!"
1352,That was the pudding!
1353,In half a minute Mrs.
1354,"Cratchit         entered—flushed, but smiling proudly—with the pudding, like         a speckled cannon-ball, so hard and firm, blazing in half of         half-a-quartern of ignited brandy, and bedight with Christmas holly         stuck into the top."
1355,"Oh, a wonderful pudding!"
1356,"Bob Cratchit said, and calmly too, that he         regarded it as the greatest success achieved by Mrs."
1357,Cratchit since         their marriage.
1358,Mrs.
1359,"Cratchit said that now the weight was off her mind,         she would confess she had had her doubts about the quantity of flour. "
1360,"       Everybody had something to say about it, but nobody said or thought it         was at all a small pudding for a large family."
1361,It would have been flat         heresy to do so.
1362,Any Cratchit would have blushed to hint at such a         thing.
1363,"At last the dinner was all done, the cloth was cleared, the hearth         swept, and the fire made up."
1364,"The compound in the jug being tasted, and         considered perfect, apples and oranges were put upon the table, and a         shovel-full of chestnuts on the fire."
1365,"Then all the Cratchit family drew         round the hearth, in what Bob Cratchit called a circle, meaning half a         one;"
1366,and at Bob Cratchit’s elbow stood the family display of         glass.
1367,"Two tumblers, and a custard-cup without a handle."
1368,"These held the hot stuff from the jug, however, as well as golden         goblets would have done;"
1369,"and Bob served it out with beaming looks, while         the chestnuts on the fire sputtered and cracked noisily."
1370,Then Bob         proposed:
1371,"“A Merry Christmas to us all, my dears."
1372,God bless us!”
1373,Which all the family re-echoed.
1374,“God bless us every one!”
1375,"said Tiny Tim, the last of all."
1376,He sat very close to his father’s side upon his little stool.
1377,"Bob         held his withered little hand in his, as if he loved the child, and         wished to keep him by his side, and dreaded that he might be taken from         him."
1378,"“Spirit,” said Scrooge, with an interest he had never felt         before, “tell me if Tiny Tim will live.”"
1379,"“I see a vacant seat,” replied the Ghost, “in the poor         chimney-corner, and a crutch without an owner, carefully preserved."
1380,"If         these shadows remain unaltered by the Future, the child will die.”"
1381,"“No, no,” said Scrooge."
1382,"“Oh, no, kind Spirit!"
1383,say he         will be spared.”
1384,"“If these shadows remain unaltered by the Future, none other of my         race,” returned the Ghost, “will find him here."
1385,What then? 
1386,"       If he be like to die, he had better do it, and decrease the surplus         population.”"
1387,"Scrooge hung his head to hear his own words quoted by the Spirit, and         was overcome with penitence and grief."
1388,"“Man,” said the Ghost, “if man you be in heart, not         adamant, forbear that wicked cant until you have discovered What the         surplus is, and Where it is."
1389,"Will you decide what men shall live, what         men shall die?"
1390,"It may be, that in the sight of Heaven, you are more         worthless and less fit to live than millions like this poor man’s         child."
1391,Oh God!
1392,to hear the Insect on the leaf pronouncing on the too         much life among his hungry brothers in the dust!”
1393,"Scrooge bent before the Ghost’s rebuke, and trembling cast his         eyes upon the ground."
1394,"But he raised them speedily, on hearing his own         name."
1395,“Mr.
1396,Scrooge!”
1397,said Bob;
1398,“I’ll give you Mr. 
1399,"       Scrooge, the Founder of the Feast!”"
1400,“The Founder of the Feast indeed!”
1401,cried Mrs.
1402,"Cratchit,         reddening."
1403,“I wish I had him here.
1404,"I’d give him a piece of         my mind to feast upon, and I hope he’d have a good appetite for         it.”"
1405,"“My dear,” said Bob, “the children!"
1406,Christmas Day.”
1407,"“It should be Christmas Day, I am sure,” said she, “on         which one drinks the health of such an odious, stingy, hard, unfeeling         man as Mr."
1408,Scrooge.
1409,"You know he is, Robert!"
1410,"Nobody knows it better than         you do, poor fellow!”"
1411,"“My dear,” was Bob’s mild answer, “Christmas         Day.”"
1412,"“I’ll drink his health for your sake and the Day’s,”         said Mrs."
1413,"Cratchit, “not for his."
1414,Long life to him!
1415,A merry         Christmas and a happy new year!
1416,"He’ll be very merry and very         happy, I have no doubt!”"
1417,The children drank the toast after her.
1418,It was the first of their         proceedings which had no heartiness.
1419,"Tiny Tim drank it last of all, but         he didn’t care twopence for it."
1420,Scrooge was the Ogre of the         family.
1421,"The mention of his name cast a dark shadow on the party, which         was not dispelled for full five minutes."
1422,"After it had passed away, they were ten times merrier than before, from         the mere relief of Scrooge the Baleful being done with."
1423,"Bob Cratchit         told them how he had a situation in his eye for Master Peter, which         would bring in, if obtained, full five-and-sixpence weekly."
1424,The two         young Cratchits laughed tremendously at the idea of Peter’s being         a man of business;
1425,"and Peter himself looked thoughtfully at the fire         from between his collars, as if he were deliberating what particular         investments he should favour when he came into the receipt of that         bewildering income."
1426,"Martha, who was a poor apprentice at a milliner’s,         then told them what kind of work she had to do, and how many hours she         worked at a stretch, and how she meant to lie abed to-morrow morning for         a good long rest;"
1427,to-morrow being a holiday she passed at home.
1428,"Also how         she had seen a countess and a lord some days before, and how the lord         “was much about as tall as Peter;”"
1429,at which Peter pulled up         his collars so high that you couldn’t have seen his head if you         had been there.
1430,All this time the chestnuts and the jug went round and         round;
1431,"and by-and-bye they had a song, about a lost child travelling in         the snow, from Tiny Tim, who had a plaintive little voice, and sang it         very well indeed."
1432,There was nothing of high mark in this.
1433,They were not a handsome family; 
1434,       they were not well dressed;
1435,their shoes were far from being water-proof; 
1436,       their clothes were scanty;
1437,"and Peter might have known, and very likely         did, the inside of a pawnbroker’s."
1438,"But, they were happy, grateful,         pleased with one another, and contented with the time;"
1439,"and when they         faded, and looked happier yet in the bright sprinklings of the Spirit’s         torch at parting, Scrooge had his eye upon them, and especially on Tiny         Tim, until the last."
1440,"By this time it was getting dark, and snowing pretty heavily;"
1441,"and as         Scrooge and the Spirit went along the streets, the brightness of the         roaring fires in kitchens, parlours, and all sorts of rooms, was         wonderful."
1442,"Here, the flickering of the blaze showed preparations for a         cosy dinner, with hot plates baking through and through before the fire,         and deep red curtains, ready to be drawn to shut out cold and darkness. "
1443,"       There all the children of the house were running out into the snow to         meet their married sisters, brothers, cousins, uncles, aunts, and be the         first to greet them."
1444,"Here, again, were shadows on the window-blind of         guests assembling;"
1445,"and there a group of handsome girls, all hooded and         fur-booted, and all chattering at once, tripped lightly off to some near         neighbour’s house;"
1446,"where, woe upon the single man who saw them         enter—artful witches, well they knew it—in a glow!"
1447,"But, if you had judged from the numbers of people on their way to         friendly gatherings, you might have thought that no one was at home to         give them welcome when they got there, instead of every house expecting         company, and piling up its fires half-chimney high."
1448,"Blessings on it, how         the Ghost exulted!"
1449,"How it bared its breadth of breast, and opened its         capacious palm, and floated on, outpouring, with a generous hand, its         bright and harmless mirth on everything within its reach!"
1450,"The very         lamplighter, who ran on before, dotting the dusky street with specks of         light, and who was dressed to spend the evening somewhere, laughed out         loudly as the Spirit passed, though little kenned the lamplighter that         he had any company but Christmas!"
1451,"And now, without a word of warning from the Ghost, they stood upon a         bleak and desert moor, where monstrous masses of rude stone were cast         about, as though it were the burial-place of giants;"
1452,"and water spread         itself wheresoever it listed, or would have done so, but for the frost         that held it prisoner;"
1453,"and nothing grew but moss and furze, and coarse         rank grass."
1454,"Down in the west the setting sun had left a streak of fiery         red, which glared upon the desolation for an instant, like a sullen eye,         and frowning lower, lower, lower yet, was lost in the thick gloom of         darkest night."
1455,“What place is this?”
1456,asked Scrooge.
1457,"“A place where Miners live, who labour in the bowels of the earth,”         returned the Spirit."
1458,“But they know me.
1459,See!”
1460,"A light shone from the window of a hut, and swiftly they advanced         towards it."
1461,"Passing through the wall of mud and stone, they found a         cheerful company assembled round a glowing fire."
1462,"An old, old man and         woman, with their children and their children’s children, and         another generation beyond that, all decked out gaily in their holiday         attire."
1463,"The old man, in a voice that seldom rose above the howling of         the wind upon the barren waste, was singing them a Christmas song—it         had been a very old song when he was a boy—and from time to time         they all joined in the chorus."
1464,"So surely as they raised their voices,         the old man got quite blithe and loud;"
1465,"and so surely as they stopped,         his vigour sank again."
1466,"The Spirit did not tarry here, but bade Scrooge hold his robe, and         passing on above the moor, sped—whither?"
1467,Not to sea?
1468,To sea.
1469,"To         Scrooge’s horror, looking back, he saw the last of the land, a         frightful range of rocks, behind them;"
1470,"and his ears were deafened by the         thundering of water, as it rolled and roared, and raged among the         dreadful caverns it had worn, and fiercely tried to undermine the earth."
1471,"Built upon a dismal reef of sunken rocks, some league or so from shore,         on which the waters chafed and dashed, the wild year through, there         stood a solitary lighthouse."
1472,"Great heaps of sea-weed clung to its base,         and storm-birds—born of the wind one might suppose, as sea-weed of         the water—rose and fell about it, like the waves they skimmed."
1473,"But even here, two men who watched the light had made a fire, that         through the loophole in the thick stone wall shed out a ray of         brightness on the awful sea."
1474,"Joining their horny hands over the rough         table at which they sat, they wished each other Merry Christmas in their         can of grog;"
1475,and one of them:
1476,"the elder, too, with his face all damaged         and scarred with hard weather, as the figure-head of an old ship might         be:"
1477,struck up a sturdy song that was like a Gale in itself.
1478,"Again the Ghost sped on, above the black and heaving sea—on, on—until,         being far away, as he told Scrooge, from any shore, they lighted on a         ship."
1479,"They stood beside the helmsman at the wheel, the look-out in the         bow, the officers who had the watch;"
1480,"dark, ghostly figures in their         several stations;"
1481,"but every man among them hummed a Christmas tune, or         had a Christmas thought, or spoke below his breath to his companion of         some bygone Christmas Day, with homeward hopes belonging to it."
1482,"And         every man on board, waking or sleeping, good or bad, had had a kinder         word for another on that day than on any day in the year;"
1483,and had shared         to some extent in its festivities;
1484,"and had remembered those he cared for         at a distance, and had known that they delighted to remember him."
1485,"It was a great surprise to Scrooge, while listening to the moaning of         the wind, and thinking what a solemn thing it was to move on through the         lonely darkness over an unknown abyss, whose depths were secrets as         profound as Death:"
1486,"it was a great surprise to Scrooge, while thus         engaged, to hear a hearty laugh."
1487,"It was a much greater surprise to         Scrooge to recognise it as his own nephew’s and to find himself in         a bright, dry, gleaming room, with the Spirit standing smiling by his         side, and looking at that same nephew with approving affability!"
1488,"“Ha, ha!”"
1489,laughed Scrooge’s nephew.
1490,"“Ha, ha, ha!”"
1491,"If you should happen, by any unlikely chance, to know a man more blest         in a laugh than Scrooge’s nephew, all I can say is, I should like         to know him too."
1492,"Introduce him to me, and I’ll cultivate his         acquaintance."
1493,"It is a fair, even-handed, noble adjustment of things, that while there         is infection in disease and sorrow, there is nothing in the world so         irresistibly contagious as laughter and good-humour."
1494,When Scrooge’s         nephew laughed in this way:
1495,"holding his sides, rolling his head, and         twisting his face into the most extravagant contortions:"
1496,"Scrooge’s         niece, by marriage, laughed as heartily as he."
1497,"And their assembled         friends being not a bit behindhand, roared out lustily."
1498,"“Ha, ha!"
1499,"Ha, ha, ha, ha!”"
1500,"“He said that Christmas was a humbug, as I live!”"
1501,cried         Scrooge’s nephew.
1502,“He believed it too!”
1503,"“More shame for him, Fred!”"
1504,"said Scrooge’s niece,         indignantly."
1505,Bless those women;
1506,they never do anything by halves.
1507,They         are always in earnest.
1508,She was very pretty:
1509,exceedingly pretty.
1510,"With a dimpled,         surprised-looking, capital face;"
1511,"a ripe little mouth, that seemed made         to be kissed—as no doubt it was;"
1512,"all kinds of good little dots         about her chin, that melted into one another when she laughed;"
1513,and the         sunniest pair of eyes you ever saw in any little creature’s head. 
1514,"       Altogether she was what you would have called provoking, you know;"
1515,"but         satisfactory, too."
1516,"Oh, perfectly satisfactory."
1517,"“He’s a comical old fellow,” said Scrooge’s         nephew, “that’s the truth:"
1518,and not so pleasant as he might         be.
1519,"However, his offences carry their own punishment, and I have nothing         to say against him.”"
1520,"“I’m sure he is very rich, Fred,” hinted Scrooge’s         niece."
1521,“At least you always tell me so.”
1522,"“What of that, my dear!”"
1523,said Scrooge’s nephew. 
1524,       “His wealth is of no use to him.
1525,He don’t do any good with         it.
1526,He don’t make himself comfortable with it.
1527,"He hasn’t the         satisfaction of thinking—ha, ha, ha!—that"
1528,he is ever going         to benefit US with it.”
1529,"“I have no patience with him,” observed Scrooge’s         niece."
1530,"Scrooge’s niece’s sisters, and all the other ladies,         expressed the same opinion."
1531,"“Oh, I have!”"
1532,said Scrooge’s nephew.
1533,“I am sorry         for him;
1534,I couldn’t be angry with him if I tried.
1535,Who suffers by         his ill whims!
1536,"Himself, always."
1537,"Here, he takes it into his head to         dislike us, and he won’t come and dine with us."
1538,What’s the         consequence?
1539,He don’t lose much of a dinner.”
1540,"“Indeed, I think he loses a very good dinner,” interrupted         Scrooge’s niece."
1541,"Everybody else said the same, and they must be         allowed to have been competent judges, because they had just had dinner; "
1542,"       and, with the dessert upon the table, were clustered round the fire, by         lamplight."
1543,“Well!
1544,"I’m very glad to hear it,” said Scrooge’s         nephew, “because I haven’t great faith in these young         housekeepers."
1545,"What do you say, Topper?”"
1546,"Topper had clearly got his eye upon one of Scrooge’s niece’s         sisters, for he answered that a bachelor was a wretched outcast, who had         no right to express an opinion on the subject."
1547,Whereat Scrooge’s         niece’s sister—the plump one with the lace tucker:
1548,not the         one with the roses—blushed.
1549,"“Do go on, Fred,” said Scrooge’s niece, clapping her         hands."
1550,“He never finishes what he begins to say!
1551,He is such a         ridiculous fellow!”
1552,"Scrooge’s nephew revelled in another laugh, and as it was         impossible to keep the infection off;"
1553,though the plump sister tried hard         to do it with aromatic vinegar;
1554,his example was unanimously followed.
1555,"“I was only going to say,” said Scrooge’s nephew,         “that the consequence of his taking a dislike to us, and not         making merry with us, is, as I think, that he loses some pleasant         moments, which could do him no harm."
1556,"I am sure he loses pleasanter         companions than he can find in his own thoughts, either in his mouldy         old office, or his dusty chambers."
1557,"I mean to give him the same chance         every year, whether he likes it or not, for I pity him."
1558,"He may rail at         Christmas till he dies, but he can’t help thinking better of it—I         defy him—if he finds me going there, in good temper, year after         year, and saying Uncle Scrooge, how are you?"
1559,"If it only puts him in the         vein to leave his poor clerk fifty pounds, that’s something;"
1560,and I think I shook him yesterday.”
1561,It was their turn to laugh now at the notion of his shaking Scrooge.
1562,"But         being thoroughly good-natured, and not much caring what they laughed at,         so that they laughed at any rate, he encouraged them in their merriment,         and passed the bottle joyously."
1563,"After tea, they had some music."
1564,"For they were a musical family, and knew         what they were about, when they sung a Glee or Catch, I can assure you: "
1565,"       especially Topper, who could growl away in the bass like a good one, and         never swell the large veins in his forehead, or get red in the face over         it."
1566,Scrooge’s niece played well upon the harp;
1567,and played among         other tunes a simple little air (a mere nothing:
1568,"you might learn to         whistle it in two minutes), which had been familiar to the child who         fetched Scrooge from the boarding-school, as he had been reminded by the         Ghost of Christmas Past."
1569,"When this strain of music sounded, all the         things that Ghost had shown him, came upon his mind;"
1570,he softened more         and more;
1571,"and thought that if he could have listened to it often, years         ago, he might have cultivated the kindnesses of life for his own         happiness with his own hands, without resorting to the sexton’s         spade that buried Jacob Marley."
1572,But they didn’t devote the whole evening to music.
1573,After a while         they played at forfeits;
1574,"for it is good to be children sometimes, and         never better than at Christmas, when its mighty Founder was a child         himself."
1575,Stop!
1576,There was first a game at blind-man’s buff.
1577,Of         course there was.
1578,And I no more believe Topper was really blind than I         believe he had eyes in his boots.
1579,"My opinion is, that it was a done         thing between him and Scrooge’s nephew;"
1580,and that the Ghost of         Christmas Present knew it.
1581,"The way he went after that plump sister in         the lace tucker, was an outrage on the credulity of human nature. "
1582,"       Knocking down the fire-irons, tumbling over the chairs, bumping against         the piano, smothering himself among the curtains, wherever she went,         there went he!"
1583,He always knew where the plump sister was.
1584,He wouldn’t         catch anybody else.
1585,"If you had fallen up against him (as some of them         did), on purpose, he would have made a feint of endeavouring to seize         you, which would have been an affront to your understanding, and would         instantly have sidled off in the direction of the plump sister."
1586,She         often cried out that it wasn’t fair;
1587,and it really was not.
1588,"But         when at last, he caught her;"
1589,"when, in spite of all her silken rustlings,         and her rapid flutterings past him, he got her into a corner whence         there was no escape;"
1590,then his conduct was the most execrable.
1591,For his         pretending not to know her;
1592,"his pretending that it was necessary to         touch her head-dress, and further to assure himself of her identity by         pressing a certain ring upon her finger, and a certain chain about her         neck;"
1593,"was vile, monstrous!"
1594,"No doubt she told him her opinion of it,         when, another blind-man being in office, they were so very confidential         together, behind the curtains."
1595,"Scrooge’s niece was not one of the blind-man’s buff party,         but was made comfortable with a large chair and a footstool, in a snug         corner, where the Ghost and Scrooge were close behind her."
1596,"But she         joined in the forfeits, and loved her love to admiration with all the         letters of the alphabet."
1597,"Likewise at the game of How, When, and Where,         she was very great, and to the secret joy of Scrooge’s nephew,         beat her sisters hollow:"
1598,"though they were sharp girls too, as Topper         could have told you."
1599,"There might have been twenty people there, young         and old, but they all played, and so did Scrooge;"
1600,"for wholly forgetting         in the interest he had in what was going on, that his voice made no         sound in their ears, he sometimes came out with his guess quite loud,         and very often guessed quite right, too;"
1601,"for the sharpest needle, best         Whitechapel, warranted not to cut in the eye, was not sharper than         Scrooge;"
1602,blunt as he took it in his head to be.
1603,"The Ghost was greatly pleased to find him in this mood, and looked upon         him with such favour, that he begged like a boy to be allowed to stay         until the guests departed."
1604,But this the Spirit said could not be done.
1605,"“Here is a new game,” said Scrooge."
1606,"“One half hour,         Spirit, only one!”"
1607,"It was a Game called Yes and No, where Scrooge’s nephew had to         think of something, and the rest must find out what;"
1608,"he only answering         to their questions yes or no, as the case was."
1609,"The brisk fire of         questioning to which he was exposed, elicited from him that he was         thinking of an animal, a live animal, rather a disagreeable animal, a         savage animal, an animal that growled and grunted sometimes, and talked         sometimes, and lived in London, and walked about the streets, and wasn’t         made a show of, and wasn’t led by anybody, and didn’t live         in a menagerie, and was never killed in a market, and was not a horse,         or an ass, or a cow, or a bull, or a tiger, or a dog, or a pig, or a         cat, or a bear."
1610,"At every fresh question that was put to him, this nephew         burst into a fresh roar of laughter;"
1611,"and was so inexpressibly tickled,         that he was obliged to get up off the sofa and stamp."
1612,"At last the plump         sister, falling into a similar state, cried out:"
1613,“I have found it out!
1614,"I know what it is, Fred!"
1615,I know what it is!”
1616,“What is it?”
1617,cried Fred.
1618,“It’s your Uncle Scro-o-o-o-oge!”
1619,Which it certainly was.
1620,"Admiration was the universal sentiment, though         some objected that the reply to “Is it a bear?”"
1621,ought to         have been “Yes;”
1622,inasmuch as an answer in the negative was         sufficient to have diverted their thoughts from Mr.
1623,"Scrooge, supposing         they had ever had any tendency that way."
1624,"“He has given us plenty of merriment, I am sure,” said Fred,         “and it would be ungrateful not to drink his health."
1625,Here is a         glass of mulled wine ready to our hand at the moment;
1626,"and I say, ‘Uncle         Scrooge!’ ”"
1627,“Well!
1628,Uncle Scrooge!”
1629,they cried.
1630,"“A Merry Christmas and a Happy New Year to the old man, whatever         he is!”"
1631,said Scrooge’s nephew.
1632,"“He wouldn’t take         it from me, but may he have it, nevertheless."
1633,Uncle Scrooge!”
1634,"Uncle Scrooge had imperceptibly become so gay and light of heart, that         he would have pledged the unconscious company in return, and thanked         them in an inaudible speech, if the Ghost had given him time."
1635,But the         whole scene passed off in the breath of the last word spoken by his         nephew;
1636,and he and the Spirit were again upon their travels.
1637,"Much they saw, and far they went, and many homes they visited, but         always with a happy end."
1638,"The Spirit stood beside sick beds, and they         were cheerful;"
1639,"on foreign lands, and they were close at home;"
1640,"by         struggling men, and they were patient in their greater hope;"
1641,"by poverty,         and it was rich."
1642,"In almshouse, hospital, and jail, in misery’s         every refuge, where vain man in his little brief authority had not made         fast the door, and barred the Spirit out, he left his blessing, and         taught Scrooge his precepts."
1643,"It was a long night, if it were only a night;"
1644,"but Scrooge had his doubts         of this, because the Christmas Holidays appeared to be condensed into         the space of time they passed together."
1645,"It was strange, too, that while         Scrooge remained unaltered in his outward form, the Ghost grew older,         clearly older."
